"","SMILES","SMILESbeta","EndPt","ReadyBiodeg"
"2006","c1c2c3ccccc3ccc2cc2ccccc21","c1ccc2cc3c(ccc4ccccc43)cc2c1","NRB",0
"2007","CCCCCCCCCCCCCCCC[N+](C)(C)C","CCCCCCCCCCCCCCCC[N+](C)(C)C","NRB",0
"2008","CCCCCCCCCCCCCCCC(O)=O","CCCCCCCCCCCCCCCC(=O)O","RB",1
"2011","COP(=O)(OC=C(Cl)Cl)OC","COP(=O)(OC)OC=C(Cl)Cl","RB",1
"2012","BrC(Br)Br","BrC(Br)Br","NRB",0
"2013","C=C(Cl)Cl","C=C(Cl)Cl","NRB",0
"2014","CC(C)(C)O","CC(C)(C)O","NRB",0
"2021","CC(C)C(O)=O","CC(C)C(=O)O","RB",1
"2025","Cc1cccc(C(O)=O)c1O","Cc1cccc(C(=O)O)c1O","NRB",0
"2026","CCc1c(Br)c(Br)c(Br)c(Br)c1Br","CCc1c(Br)c(Br)c(Br)c(Br)c1Br","NRB",0
"2039","CCC(C)N=O","CCC(C)N=O","NRB",0
"2047","CC(=O)c1ccc(N)cc1","CC(=O)c1ccc(N)cc1","NRB",0
"2050","O=C(Nc1cc(Cl)ccc1)OCC#CCCl","O=C(Nc1cccc(Cl)c1)OCC#CCCl","NRB",0
"2054","c1ccccc1N=Nc1ccccc1","c1ccc(N=Nc2ccccc2)cc1","NRB",0
"2066","CC(=O)OCCOC(C)=O","CC(=O)OCCOC(C)=O","RB",1
"2075","[O-][N+](=O)C(CO)(CO)CO","O=[N+]([O-])C(CO)(CO)CO","RB",1
"2079","COc1cc(C=O)cc(OC)c1O","COc1cc(C=O)cc(OC)c1O","RB",1
"2086","c1ccc2c3c(cccc31)c1cccc3cccc2c31","c1cc2cccc3c4cccc5cccc(c(c1)c23)c54","NRB",0
"2087","c1ccc2cccccc21","c1ccc2cccc-2cc1","NRB",0
"2090","CC(=O)Nc1cc2Cc3cc(F)ccc3-c2cc1","CC(=O)Nc1ccc2c(c1)Cc1cc(F)ccc1-2","NRB",0
"2092","C1C2c3ccccc3CCN2Cc2ccccc21","c1ccc2c(c1)CC1c3ccccc3CCN1C2","NRB",0
"2094","CC(C)CC(O)=O","CC(C)CC(=O)O","RB",1
"2098","CCC(CC)[N+]([O-])=O","CCC(CC)[N+](=O)[O-]","RB",1
"2100","Oc1cc(cc2cc(ccc12)S(O)(=O)=O)S(O)(=O)=O","O=S(=O)(O)c1ccc2c(O)cc(S(=O)(=O)O)cc2c1","RB",1
"2101","C=Cc1cc(ccc1)[N+]([O-])=O","C=Cc1cccc([N+](=O)[O-])c1","NRB",0
"2103","CCCCC(C)=O","CCCCC(C)=O","NRB",0
"2107","OC(=O)c1ccccc1S(O)(=O)=O","O=C(O)c1ccccc1S(=O)(=O)O","NRB",0
"2108","[O-][N+](=O)c1ccc(C=O)o1","O=Cc1ccc([N+](=O)[O-])o1","RB",1
"2111","CCCCCCCCCC[N+](C)(C)Cc1ccccc1","CCCCCCCCCC[N+](C)(C)Cc1ccccc1","NRB",0
"2116","N#Cc1cc(I)c(O)c(I)c1","N#Cc1cc(I)c(O)c(I)c1","NRB",0
"2118","CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O","CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]","NRB",0
"2119","Nc1c(Cl)c([n]c(Cl)c1Cl)C(O)=O","Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl","NRB",0
"2121","CCCCCCCCCCN","CCCCCCCCCCN","RB",1
"2124","Oc1ccc2cc(cc(c2c1N=Nc1ccc(c2ccccc12)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O","O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)ccc2c1","NRB",0
"2128","Nc1c[n]c(N)cc1","Nc1ccc(N)nc1","RB",1
"2129","Clc1[n][n]c(Cl)c2ccccc12","Clc1nnc(Cl)c2ccccc12","NRB",0
"2131","N#CCCCCCCCCCCC(O)=O","N#CCCCCCCCCCCC(=O)O","RB",1
"2132","O=C1Nc2ccccc2CCc2ccccc21","O=C1Nc2ccccc2CCc2ccccc21","RB",1
"2139","OC(=O)CCCCCCBr","O=C(O)CCCCCCBr","RB",1
"2141","CC1(C)C(C1C=C(Cl)Cl)C(=O)OCc1cccc(c1)Oc1ccccc1","CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1","NRB",0
"2144","c1c(cccc1-c1[n]cco1)-c1[n]cco1","c1cc(-c2ncco2)cc(-c2ncco2)c1","NRB",0
"2145","Nc1[n]cc(C=O)[s]1","Nc1ncc(C=O)s1","RB",1
"2146","CC(=O)Oc1ccc[n]c1","CC(=O)Oc1cccnc1","RB",1
"2147","CCCCC1CCC(CC1)C(=O)OC1CCC(CCCC)CC1","CCCCC1CCC(OC(=O)C2CCC(CCCC)CC2)CC1","RB",1
"2148","COC(=O)CC[N+]([O-])=O","COC(=O)CC[N+](=O)[O-]","RB",1
"2172","C[N+](C)(C)OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1O)N1C=CC(N)=NC1=O","C[N+](C)(C)OP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O","RB",1
"2201","ClC(Cl)(Cl)Cl","ClC(Cl)(Cl)Cl","NRB",0
"2203","CN(C)N","CN(C)N","NRB",0
"2206","CC(O)=O","CC(=O)O","RB",1
"2207","ClC(Cl)Cl","ClC(Cl)Cl","NRB",0
"2208","CC(C)Br","CC(C)Br","RB",1
"2237","CC(=O)NCc1ccccc1","CC(=O)NCc1ccccc1","RB",1
"2239","CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC","RB",1
"2245","C=Cc1ccccc1C=C","C=Cc1ccccc1C=C","NRB",0
"2247","CC(C)(C)N","CC(C)(C)N","NRB",0
"2248","CC(C)(C)OOC(C)(C)c1ccc(cc1)C(C)(C)OOC(C)(C)C","CC(C)(C)OOC(C)(C)c1ccc(C(C)(C)OOC(C)(C)C)cc1","NRB",0
"2252","CC(O)COC(C)COC(C)CO","CC(O)COC(C)COC(C)CO","NRB",0
"2256","CCCCCCCC(=O)OC","CCCCCCCC(=O)OC","NRB",0
"2260","CCCCCCCCCCCCCCCCCCNC(=O)N1CC1","CCCCCCCCCCCCCCCCCCNC(=O)N1CC1","NRB",0
"2261","CCCCCCCCCCCCc1ccccc1O","CCCCCCCCCCCCc1ccccc1O","NRB",0
"2262","CCCCOc1ccccc1OCCCC","CCCCOc1ccccc1OCCCC","NRB",0
"2265","CCc1ccccc1C=C","C=Cc1ccccc1CC","NRB",0
"2266","CN(C)C(CSC(N)=O)CSC(N)=O","CN(C)C(CSC(N)=O)CSC(N)=O","NRB",0
"2267","CNC(S)=S","CNC(=S)S","NRB",0
"2278","Nc1ccc(Cc2ccc(N)c(Cl)c2Cl)c(Cl)c1Cl","Nc1ccc(Cc2ccc(N)c(Cl)c2Cl)c(Cl)c1Cl","NRB",0
"2285","CC(Cl)(Cl)Cl","CC(Cl)(Cl)Cl","NRB",0
"2297","S=C1Nc2ccccc2N1","S=c1[nH]c2ccccc2[nH]1","NRB",0
"2298","O=C1OC(=O)C2CC=CCC12","O=C1OC(=O)C2CC=CCC12","NRB",0
"2305","CC(N)=S","CC(N)=S","NRB",0
"2306","CC1=CC(C)(C)Nc2ccccc12","CC1=CC(C)(C)Nc2ccccc21","NRB",0
"2307","CCCCCCCCCCCCCCCc1cccc(O)c1","CCCCCCCCCCCCCCCc1cccc(O)c1","RB",1
"2310","Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O","Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]","NRB",0
"2314","C=O","C=O","RB",1
"2315","OC(=O)c1ccc(Cl)cc1Cl","O=C(O)c1ccc(Cl)cc1Cl","NRB",0
"2317","NC=O","NC=O","RB",1
"2318","CC(C)(O)C#N","CC(C)(O)C#N","RB",1
"2323","Cc1ccc(cc1)C(C)(C)C","Cc1ccc(C(C)(C)C)cc1","RB",1
"2324","CC(C)C1CCC(C)CC1","CC1CCC(C(C)C)CC1","RB",1
"2327","Cc1ccc(C)cc1","Cc1ccc(C)cc1","RB",1
"2328","ClCC1CO1","ClCC1CO1","NRB",0
"2329","NCCN","NCCN","RB",1
"2330","COCCl","COCCl","RB",1
"2331","CC(C)CNCC(C)C","CC(C)CNCC(C)C","RB",1
"2332","OCCSCCO","OCCSCCO","NRB",0
"2333","N#CCCCCC#N","N#CCCCCC#N","RB",1
"2334","OCCOCCOCCO","OCCOCCOCCO","RB",1
"2336","Oc1c(Br)cc(Br)cc1Br","Oc1c(Br)cc(Br)cc1Br","RB",1
"2340","Cc1cc2ccccc2cc1C","Cc1cc2ccccc2cc1C","RB",1
"2342","CCCCCCCCCCCCCCC=C","C=CCCCCCCCCCCCCCC","RB",1
"2343","CCCCCC(=O)CCCCC","CCCCCC(=O)CCCCC","RB",1
"2344","CCCCCCCCCCCC[N+](C)(C)[O-]","CCCCCCCCCCCC[N+](C)(C)[O-]","RB",1
"2345","CCCCCCCCc1ccc(O)cc1","CCCCCCCCc1ccc(O)cc1","NRB",0
"2347","CC1C=CCC2C1C(=O)OC2=O","CC1C=CCC2C(=O)OC(=O)C12","NRB",0
"2357","CCOS(=O)(=O)OCC","CCOS(=O)(=O)OCC","RB",1
"2358","CCCCCCCCCCCCc1ccc(N)cc1","CCCCCCCCCCCCc1ccc(N)cc1","RB",1
"2359","CCCCCC","CCCCCC","RB",1
"2360","NC(=N)NC#N","N#CNC(=N)N","NRB",0
"2361","CC(C)c1ccc(CO)cc1","CC(C)c1ccc(CO)cc1","RB",1
"2362","CC(C)CCOCCC(C)C","CC(C)CCOCCC(C)C","NRB",0
"2364","CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl","CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl","NRB",0
"2366","OC(=O)c1c(Cl)cccc1Cl","O=C(O)c1c(Cl)cccc1Cl","NRB",0
"2367","OC(=O)c1cc(Cl)ccc1Cl","O=C(O)c1cc(Cl)ccc1Cl","NRB",0
"2368","CCN(CC)N=O","CCN(CC)N=O","NRB",0
"2369","CC(O)CO","CC(O)CO","RB",1
"2370","O=C1CCO1","O=C1CCO1","RB",1
"2371","OCCc1ccccc1","OCCc1ccccc1","RB",1
"2372","CCOCC","CCOCC","NRB",0
"2373","Nc1ccccc1","Nc1ccccc1","RB",1
"2374","CN(C)N=O","CN(C)N=O","NRB",0
"2375","CCO","CCO","RB",1
"2376","OC=O","O=CO","RB",1
"2377","OC(=O)c1ccccc1","O=C(O)c1ccccc1","RB",1
"2378","CO","CO","RB",1
"2379","CC(C)O","CC(C)O","RB",1
"2380","ClC(Cl)(Cl)C(Cl)(Cl)Cl","ClC(Cl)(Cl)C(Cl)(Cl)Cl","NRB",0
"2381","CCCCO","CCCCO","RB",1
"2382","CCCCCO","CCCCCO","RB",1
"2383","c1ccccc1","c1ccccc1","RB",1
"2384","CCl","CCl","NRB",0
"2385","CN","CN","RB",1
"2386","ClCBr","ClCBr","NRB",0
"2387","CCC","CCC","RB",1
"2388","CCCl","CCCl","NRB",0
"2389","CC=O","CC=O","RB",1
"2390","ClCCl","ClCCl","NRB",0
"2391","CC(Cl)Cl","CC(Cl)Cl","NRB",0
"2392","CN(C)C","CN(C)C","RB",1
"2393","CC1CO1","CC1CO1","RB",1
"2394","CCC(C)(C)O","CCC(C)(C)O","NRB",0
"2395","OC(=O)C(Cl)(Cl)Cl","O=C(O)C(Cl)(Cl)Cl","NRB",0
"2396","[O-][N+](=O)C(Cl)(Cl)Cl","O=[N+]([O-])C(Cl)(Cl)Cl","NRB",0
"2397","FC(F)(Cl)C(F)(Cl)Cl","FC(F)(Cl)C(F)(Cl)Cl","NRB",0
"2398","CC(=C)C=C","C=CC(=C)C","NRB",0
"2399","CC(C)CN","CC(C)CN","RB",1
"2400","CC(C)C#N","CC(C)C#N","RB",1
"2401","CC(C)C=O","CC(C)C=O","RB",1
"2402","CC(Cl)CCl","CC(Cl)CCl","NRB",0
"2403","CCC(C)O","CCC(C)O","RB",1
"2404","CC(=O)C=C","C=CC(C)=O","NRB",0
"2405","ClCC(Cl)Cl","ClCC(Cl)Cl","NRB",0
"2406","ClC=C(Cl)Cl","ClC=C(Cl)Cl","NRB",0
"2407","OC(=O)CCl","O=C(O)CCl","RB",1
"2408","BrC(Br)C(Br)Br","BrC(Br)C(Br)Br","NRB",0
"2409","ClC(Cl)C(Cl)Cl","ClC(Cl)C(Cl)Cl","NRB",0
"2410","OC(=O)C(Cl)Cl","O=C(O)C(Cl)Cl","RB",1
"2411","C1Cc2cccc3cccc1c23","c1cc2c3c(cccc3c1)CC2","NRB",0
"2412","CCCCOC(=O)c1ccccc1C(=O)OCCCC","CCCCOC(=O)c1ccccc1C(=O)OCCCC","RB",1
"2413","O=C1NC(=O)C2CC=CCC12","O=C1NC(=O)C2CC=CCC12","NRB",0
"2414","O=C1OC(=O)C2CCCCC12","O=C1OC(=O)C2CCCCC12","NRB",0
"2415","O=C1OC(=O)c2ccccc12","O=C1OC(=O)c2ccccc21","RB",1
"2416","CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC","CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC","RB",1
"2417","Cc1cccc(N)c1C","Cc1cccc(N)c1C","NRB",0
"2418","Cc1cccc(C)c1N","Cc1cccc(C)c1N","NRB",0
"2419","Brc1c(Br)c(Br)c(Br)c(Br)c1Br","Brc1c(Br)c(Br)c(Br)c(Br)c1Br","NRB",0
"2420","ClC1C(Br)C(Br)C(Br)C(Br)C1Br","ClC1C(Br)C(Br)C(Br)C(Br)C1Br","NRB",0
"2421","Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","NRB",0
"2422","OC(=O)c1ccccc1I","O=C(O)c1ccccc1I","NRB",0
"2423","COc1ccccc1O","COc1ccccc1O","RB",1
"2424","N#Cc1ccccc1C#N","N#Cc1ccccc1C#N","NRB",0
"2425","CCCCCCCCCCCCCCCCCC(=O)N(CCO)CCO","CCCCCCCCCCCCCCCCCC(=O)N(CCO)CCO","RB",1
"2426","OC(=O)COc1ccc(Cl)cc1Cl","O=C(O)COc1ccc(Cl)cc1Cl","NRB",0
"2427","Cc1ccccc1C","Cc1ccccc1C","RB",1
"2428","Cc1ccccc1O","Cc1ccccc1O","RB",1
"2429","Clc1ccccc1Cl","Clc1ccccc1Cl","NRB",0
"2430","Nc1ccccc1Cl","Nc1ccccc1Cl","NRB",0
"2431","Nc1ccccc1O","Nc1ccccc1O","NRB",0
"2432","Oc1ccccc1Br","Oc1ccccc1Br","NRB",0
"2433","Oc1ccccc1Cl","Oc1ccccc1Cl","NRB",0
"2434","Cc1ccc(N)cc1N","Cc1ccc(N)cc1N","NRB",0
"2435","Nc1cc(Cl)ccc1Cl","Nc1cc(Cl)ccc1Cl","NRB",0
"2436","Oc1cc(Cl)c(Cl)cc1Cl","Oc1cc(Cl)c(Cl)cc1Cl","NRB",0
"2437","ClCC(Br)CBr","ClCC(Br)CBr","NRB",0
"2438","CCC(=O)CC","CCC(=O)CC","RB",1
"2439","OC(CCl)CCl","OC(CCl)CCl","RB",1
"2440","OCC(O)CCl","OCC(O)CCl","RB",1
"2441","O=C1CCCO1","O=C1CCCO1","RB",1
"2442","ClC(Cl)(Cl)c1ccccc1","ClC(Cl)(Cl)c1ccccc1","RB",1
"2443","FC(F)(F)c1cccc(Cl)c1","FC(F)(F)c1cccc(Cl)c1","NRB",0
"2444","CC(C)(C)c1ccc(O)cc1","CC(C)(C)c1ccc(O)cc1","NRB",0
"2445","Cc1ccc(cc1)S(=O)(=O)Cl","Cc1ccc(S(=O)(=O)Cl)cc1","RB",1
"2446","OS(=O)(=O)c1ccc(Cl)cc1","O=S(=O)(O)c1ccc(Cl)cc1","RB",1
"2447","CC(=C)c1ccccc1","C=C(C)c1ccccc1","NRB",0
"2448","ClC(Cl)c1ccccc1","ClC(Cl)c1ccccc1","RB",1
"2449","[O-][N+](=O)c1ccccc1","O=[N+]([O-])c1ccccc1","NRB",0
"2450","CC(=O)c1ccc(O)cc1","CC(=O)c1ccc(O)cc1","RB",1
"2451","[O-][N+](=O)c1ccc(Cl)cc1","O=[N+]([O-])c1ccc(Cl)cc1","NRB",0
"2452","CC(C)c1ccc(cc1)C(C)C","CC(C)c1ccc(C(C)C)cc1","NRB",0
"2453","C=Cc1ccccc1","C=Cc1ccccc1","RB",1
"2454","NCc1ccccc1","NCc1ccccc1","RB",1
"2455","N#Cc1ccccc1","N#Cc1ccccc1","RB",1
"2456","OCc1ccccc1","OCc1ccccc1","RB",1
"2457","CNc1ccccc1","CNc1ccccc1","NRB",0
"2458","COc1ccccc1","COc1ccccc1","RB",1
"2459","Oc1ccc(Cc2ccccc2)cc1","Oc1ccc(Cc2ccccc2)cc1","NRB",0
"2460","Nc1ccc(Cc2ccc(N)cc2)cc1","Nc1ccc(Cc2ccc(N)cc2)cc1","NRB",0
"2461","OCCN(CCO)CCO","OCCN(CCO)CCO","NRB",0
"2462","CCNc1ccccc1","CCNc1ccccc1","NRB",0
"2463","CCOc1ccccc1","CCOc1ccccc1","RB",1
"2464","OC(=O)Cc1ccccc1","O=C(O)Cc1ccccc1","RB",1
"2465","CC(=O)Nc1ccccc1","CC(=O)Nc1ccccc1","RB",1
"2466","CC(=O)Nc1ccc(O)cc1","CC(=O)Nc1ccc(O)cc1","RB",1
"2467","CCCCc1ccccc1","CCCCc1ccccc1","NRB",0
"2468","CCc1ccc(CC)cc1","CCc1ccc(CC)cc1","NRB",0
"2469","O=C1CCCCCN1","O=C1CCCCCN1","RB",1
"2470","Brc1ccc(Br)cc1","Brc1ccc(Br)cc1","NRB",0
"2471","Cc1ccc(Cl)cc1","Cc1ccc(Cl)cc1","NRB",0
"2472","Cc1ccc(O)cc1","Cc1ccc(O)cc1","RB",1
"2473","Oc1ccc(Cl)cc1","Oc1ccc(Cl)cc1","NRB",0
"2474","Nc1ccc(N)cc1","Nc1ccc(N)cc1","NRB",0
"2475","CC(=C)C(=O)OCC1CO1","C=C(C)C(=O)OCC1CO1","RB",1
"2476","BrCCBr","BrCCBr","NRB",0
"2477","ClCCCl","ClCCCl","NRB",0
"2478","C=CC#N","C=CC#N","RB",1
"2479","OCCO","OCCO","RB",1
"2480","O=CC=O","O=CC=O","RB",1
"2481","COCC(C)O","COCC(C)O","RB",1
"2482","CN(C)CCO","CN(C)CCO","RB",1
"2483","CC(C)CC(C)O","CC(C)CC(C)O","RB",1
"2484","CC(C)OC(C)C","CC(C)OC(C)C","NRB",0
"2485","CC(CCl)OC(C)CCl","CC(CCl)OC(C)CCl","NRB",0
"2486","Clc1cc(Cl)cc(Cl)c1","Clc1cc(Cl)cc(Cl)c1","NRB",0
"2487","Oc1cc(O)cc(O)c1","Oc1cc(O)cc(O)c1","RB",1
"2488","Brc1ccccc1","Brc1ccccc1","NRB",0
"2489","Clc1ccccc1","Clc1ccccc1","NRB",0
"2490","NC1CCCCC1","NC1CCCCC1","RB",1
"2491","OC1CCCCC1","OC1CCCCC1","RB",1
"2492","Oc1ccccc1","Oc1ccccc1","RB",1
"2493","Sc1ccccc1","Sc1ccccc1","NRB",0
"2494","CCCCC","CCCCC","RB",1
"2495","CCCCCl","CCCCCl","NRB",0
"2496","CCCCN","CCCCN","RB",1
"2497","CCNCC","CCNCC","RB",1
"2498","CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC","NRB",0
"2499","CCCCCN","CCCCCN","RB",1
"2500","OCCCCO","OCCCCO","RB",1
"2501","C1CCCCC1","C1CCCCC1","NRB",0
"2502","C1CNCCN1","C1CNCCN1","NRB",0
"2503","C1COCCN1","C1COCCN1","NRB",0
"2504","CC(O)COCC(C)O","CC(O)COCC(C)O","NRB",0
"2505","OCCCCCO","OCCCCCO","RB",1
"2506","NCCNCCN","NCCNCCN","NRB",0
"2507","NCCNCCO","NCCNCCO","NRB",0
"2508","ClCCOCCCl","ClCCOCCCl","NRB",0
"2509","OCCOCCO","OCCOCCO","RB",1
"2510","CCCCCCCC","CCCCCCCC","RB",1
"2511","CCCCCCCO","CCCCCCCO","RB",1
"2512","CCCCCCCCC","CCCCCCCCC","RB",1
"2513","CCCCCCCCCl","CCCCCCCCCl","RB",1
"2514","CCCCCCCCO","CCCCCCCCO","RB",1
"2515","N#CCCNCCC#N","N#CCCNCCC#N","NRB",0
"2516","CCCCCCCCCCO","CCCCCCCCCCO","RB",1
"2517","CCCCCCCCCCCC","CCCCCCCCCCCC","RB",1
"2518","CCCCCCCCCCCO","CCCCCCCCCCCO","RB",1
"2519","CCCCCCCCCCCCCO","CCCCCCCCCCCCCO","RB",1
"2520","CCCCCCCCCCCCCCO","CCCCCCCCCCCCCCO","RB",1
"2521","CCCCCCCCCCCCCCCCCCO","CCCCCCCCCCCCCCCCCCO","RB",1
"2522","CCCCCCCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCCCC","RB",1
"2523","COC","COC","NRB",0
"2524","CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC","CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC","RB",1
"2525","CCOC(=O)c1ccccc1O","CCOC(=O)c1ccccc1O","RB",1
"2526","CC(C)(C)c1cc(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C","CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O","NRB",0
"2527","OC(=O)c1ccccc1Cl","O=C(O)c1ccccc1Cl","NRB",0
"2528","CCCCCCCCCCCC(=O)N(CCO)CCO","CCCCCCCCCCCC(=O)N(CCO)CCO","RB",1
"2529","CCOC(=O)c1ccc(O)cc1","CCOC(=O)c1ccc(O)cc1","RB",1
"2530","COC(=O)c1ccc(cc1)C(=O)OC","COC(=O)c1ccc(C(=O)OC)cc1","RB",1
"2531","Oc1ccccc1O","Oc1ccccc1O","RB",1
"2532","COc1cc(C=O)ccc1O","COc1cc(C=O)ccc1O","RB",1
"2533","CCN(CC)CC","CCN(CC)CC","NRB",0
"2534","CN(C)c1ccccc1","CN(C)c1ccccc1","NRB",0
"2535","CC(O)CN(CC(C)O)CC(C)O","CC(O)CN(CC(C)O)CC(C)O","NRB",0
"2536","CCCCCCCCCCCCc1ccccc1","CCCCCCCCCCCCc1ccccc1","RB",1
"2537","CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC","CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC","RB",1
"2538","CCC=O","CCC=O","RB",1
"2539","CC(C)CCO","CC(C)CCO","RB",1
"2540","CC1OC(C)OC(C)O1","CC1OC(C)OC(C)O1","NRB",0
"2541","C1COCCO1","C1COCCO1","NRB",0
"2542","NCCCCCCN","NCCCCCCN","RB",1
"2543","CCCCCCCC=C","C=CCCCCCCC","NRB",0
"2544","CCCCCCCCCC","CCCCCCCCCC","RB",1
"2545","CNC","CNC","RB",1
"2546","ClC(Br)Br","ClC(Br)Br","NRB",0
"2547","CC(C)(CO)CO","CC(C)(CO)CO","NRB",0
"2548","CCCCOP(=O)(OCCCC)OCCCC","CCCCOP(=O)(OCCCC)OCCCC","NRB",0
"2549","COC(=O)c1ccccc1C(=O)OC","COC(=O)c1ccccc1C(=O)OC","RB",1
"2550","C=CCOC(=O)c1ccccc1C(=O)OCC=C","C=CCOC(=O)c1ccccc1C(=O)OCC=C","RB",1
"2551","CCc1ccccc1CC","CCc1ccccc1CC","NRB",0
"2552","CCCCCCCCCC(=O)N(CCO)CCO","CCCCCCCCCC(=O)N(CCO)CCO","RB",1
"2553","N#CCc1ccccc1","N#CCc1ccccc1","RB",1
"2554","CCOC(=O)C=C","C=CC(=O)OCC","RB",1
"2555","CCCCOC(=O)C=C","C=CC(=O)OCCCC","RB",1
"2556","NCCO","NCCO","RB",1
"2557","CCCCCCC","CCCCCCC","RB",1
"2558","CCCCOCCCC","CCCCOCCCC","NRB",0
"2559","CCCCCCCCCO","CCCCCCCCCO","RB",1
"2560","CCCCCCCCC=CCCCCCCCCO","CCCCCCCCC=CCCCCCCCCO","RB",1
"2561","COc1ccc(O)cc1","COc1ccc(O)cc1","RB",1
"2562","CCOc1ccc(N)cc1","CCOc1ccc(N)cc1","NRB",0
"2563","ClC=CCl","ClC=CCl","NRB",0
"2564","C1CCCCCCCCCCC1","C1CCCCCCCCCCC1","NRB",0
"2565","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB",0
"2566","Oc1ccccc1F","Oc1ccccc1F","NRB",0
"2567","NCCCCCCCCN","NCCCCCCCCN","RB",1
"2568","Nc1cccc2cccc(N)c12","Nc1cccc2cccc(N)c12","NRB",0
"2569","OC(=O)CNC(=O)c1ccccc1","O=C(O)CNC(=O)c1ccccc1","RB",1
"2570","CC#CC","CC#CC","NRB",0
"2571","CC1CCCC(C)N1","CC1CCCC(C)N1","NRB",0
"2572","CCCCCCCCCCCCCCCCCCCCCCCCCCO","CCCCCCCCCCCCCCCCCCCCCCCCCCO","RB",1
"2573","Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","NRB",0
"2574","Cc1cc(C)c(O)c(C)c1","Cc1cc(C)c(O)c(C)c1","NRB",0
"2575","OC(=O)c1cccc(Cl)c1","O=C(O)c1cccc(Cl)c1","RB",1
"2576","COc1cccc(N)c1","COc1cccc(N)c1","NRB",0
"2577","BrC=CBr","BrC=CBr","NRB",0
"2578","ClC1CCCCC1","ClC1CCCCC1","NRB",0
"2579","CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC","RB",1
"2580","Nc1ccc(Cl)cc1Cl","Nc1ccc(Cl)cc1Cl","NRB",0
"2581","CC(=C)CCl","C=C(C)CCl","RB",1
"2582","Oc1cccc(Cl)c1Cl","Oc1cccc(Cl)c1Cl","NRB",0
"2583","CC(C)c1ccccc1C(C)C","CC(C)c1ccccc1C(C)C","NRB",0
"2584","Oc1cc(Cl)ccc1Cl","Oc1cc(Cl)ccc1Cl","NRB",0
"2585","Cc1ccc(cc1N=C=O)N=C=O","Cc1ccc(N=C=O)cc1N=C=O","NRB",0
"2586","Oc1cc(Cl)cc(Cl)c1","Oc1cc(Cl)cc(Cl)c1","NRB",0
"2587","CCCCC=C","C=CCCCC","RB",1
"2588","CCCCCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCC","RB",1
"2589","CC(=O)Nc1ccccc1O","CC(=O)Nc1ccccc1O","RB",1
"2590","Oc1ccc(Br)cc1Br","Oc1ccc(Br)cc1Br","NRB",0
"2591","Cc1ccc(Cl)c(O)c1","Cc1ccc(Cl)c(O)c1","NRB",0
"2592","OS(=O)c1ccccc1","O=S(O)c1ccccc1","NRB",0
